gene,importance
SELP,7.660659400951725e-05
GREM1,7.64863949339181e-05
FRZB,7.634713873555831e-05
IGF1,7.632000788379163e-05
DISP1,7.590923426104075e-05
BOC,7.560860515931547e-05
TUBE1,7.558646184719115e-05
ADAM33,7.506504478495398e-05
EMCN,7.490975225802471e-05
TGFBR3,7.488010851472576e-05
PCDHB4,7.454955411156335e-05
CARTPT,7.438200223202299e-05
DIPK2B,7.437400760790385e-05
AFP,7.421657172436076e-05
LIX1L,7.403648936748262e-05
PLAGL1,7.401273394965737e-05
ARHGAP15,7.293036795850234e-05
NDN,7.279854728001477e-05
ANKRD36B,7.257770380500835e-05
ZNF518B,7.242121247310498e-05
RUNX1T1,7.231148683925221e-05
TBX18,7.168356986498689e-05
CCDC71L,7.133833134372328e-05
CD209,7.080702449261951e-05
IGHD,7.071822309709522e-05
SGIP1,7.071154967133133e-05
ZEB1,7.031565206520887e-05
PIK3CG,7.00978971705683e-05
TMEM47,6.998554865057301e-05
PTPDC1,6.923242858874688e-05
OASL,6.847011016229587e-05
SELE,6.829626894883567e-05
AC245060.5,6.805992084142757e-05
JAM2,6.796821294205205e-05
ANKRD36C,6.728458986903383e-05
SLCO2A1,6.700092211087171e-05
GPR174,6.666261447195061e-05
EDNRA,6.665777058662489e-05
ZNF521,6.661088885821072e-05
BCL2A1,6.655886626070296e-05
AVEN,6.645627357516852e-05
SERPINI1,6.612762133811727e-05
SSPN,6.60703740862329e-05
SLC38A5,6.604640451107329e-05
HSPB6,6.575162658953879e-05
MAOB,6.569481705623187e-05
DUSP6,6.543629203849895e-05
COX7A1,6.537243374193885e-05
RGL1,6.510982868854394e-05
TIE1,6.495026026357395e-05
DNM1,6.476329482032889e-05
PYHIN1,6.4223485356224e-05
CAPN5,6.362139412833798e-05
NLRP1,6.361434304451046e-05
CDC42EP5,6.35919845194807e-05
ENPP2,6.313236458835201e-05
PNPLA7,6.303683458979012e-05
ABCB1,6.292252236482977e-05
VSIG4,6.273745534116728e-05
CNTLN,6.266757623856321e-05
TSPAN7,6.266728785662095e-05
TRIP10,6.245545135736987e-05
LIPE,6.226912663602515e-05
BHMT2,6.222141939174388e-05
BCAR3,6.211718366402706e-05
HSPB7,6.195504050361514e-05
GRAP,6.162369448344059e-05
CDC14B,6.160209795581776e-05
SLIT2,6.153533245016367e-05
TMEM86B,6.140870795117539e-05
NPY1R,6.10391735295076e-05
BRICD5,6.046329140281152e-05
FMO1,6.020207499314779e-05
MPZL2,5.9599880668083004e-05
MMP23B,5.9488270085311724e-05
FOXS1,5.880450025211031e-05
HAS2,5.824804034900116e-05
TMEM225B,5.787622212733802e-05
SPNS2,5.749109076859258e-05
CARMN,5.6588198153569685e-05
SH3BGRL2,5.6569348600917664e-05
LINC00052,5.655691770038037e-05
TSTD2,5.601034464623155e-05
SCARA3,5.600120724933156e-05
LILRA4,5.583955664081218e-05
GPIHBP1,5.582350275785688e-05
ECM2,5.572069469594314e-05
MAPK11,5.5308298966279175e-05
DIO2,5.5221985849305184e-05
FXYD6,5.516482159843167e-05
PDLIM5,5.5125481172848336e-05
ANGPTL4,5.501121419776784e-05
LILRB5,5.46707042114957e-05
C11orf80,5.463897735387963e-05
MCTP1,5.4530149806824045e-05
CPT1C,5.435764669370206e-05
CXCL2,5.395417362060159e-05
EDIL3,5.386141873411994e-05
ST5,5.34176306575752e-05
MAP1A,5.3293903223693564e-05
VEGFC,5.302607801969198e-05
EGFR,5.2737637541735625e-05
RP2,5.257888633898193e-05
CRYBG1,5.250874319515115e-05
GIN1,5.235339022871051e-05
NBPF20,5.22034166785652e-05
SCLT1,5.2142091383243146e-05
TFPI,5.202629853649147e-05
UBASH3A,5.1881542596979364e-05
ZNF550,5.150837688242304e-05
NPR2,5.14951774515401e-05
MALL,5.1307790178152485e-05
APOBEC3D,5.124026294733731e-05
CCDC82,5.104634623771788e-05
FOXF2,5.0966758415054655e-05
FAM76B,5.078597254981236e-05
FCHO1,5.02560179458326e-05
FNDC1,5.0154699999863387e-05
MSRB3,5.012319882424357e-05
BNC2,4.9850055943502894e-05
PI16,4.9624750918657656e-05
SLC26A1,4.953976778268199e-05
KRT5,4.8693907620703844e-05
POU2AF1,4.8661955072179126e-05
LINC01857,4.86134974341649e-05
IRX6,4.8549230318557085e-05
PLA2R1,4.8132062625215634e-05
CP,4.810147636060572e-05
TFB1M,4.809441024064705e-05
F2RL2,4.7884129192776e-05
MUSTN1,4.778999784680945e-05
DZIP1L,4.722787934094907e-05
G0S2,4.689309051050236e-05
LGALS2,4.55775816196338e-05
KRT81,4.557355125357153e-05
AC138696.2,4.550748817878241e-05
NBPF14,4.4869101720483673e-05
S100A3,4.4641326628907394e-05
BICC1,4.429443818019917e-05
CD40LG,4.383180233577554e-05
NAV2,4.349848979657308e-05
EPHB6,4.334487163127019e-05
CLEC14A,4.31033577133831e-05
GLT8D2,4.2828323694648096e-05
ROBO3,4.227501039915011e-05
ZNF624,4.138413041772524e-05
PPL,4.108487490874786e-05
EXOC3L1,4.097696838312671e-05
LYPD5,4.053169177628032e-05
MMP1,3.9995009963873956e-05
TEK,3.997398847801932e-05
AC015849.1,3.963671797037763e-05
BTBD11,3.9491300178016685e-05
NEGR1,3.930178038323168e-05
SLC2A5,3.924112634326328e-05
REELD1,3.911848222237887e-05
NATD1,3.8883781564290466e-05
CDA,3.8842516531713504e-05
MIATNB,3.858358093146917e-05
SEMA5A,3.83842666201994e-05
ID4,3.7836526069340754e-05
MAP1B,3.7574869144324196e-05
BTG3,3.755461644898591e-05
DPEP2,3.750907628486334e-05
SEMA3G,3.715394672554575e-05
ANKRD36,3.670653561844923e-05
AKR1C3,3.670520052768639e-05
NHSL1,3.65746972914766e-05
RTL5,3.6477568936498455e-05
PARP15,3.645935048321212e-05
PPP1R1A,3.597344671302178e-05
MIR100HG,3.57917025742237e-05
CXCR3,3.553731878577355e-05
AC104083.1,3.552659509996952e-05
NOSTRIN,3.428942287887174e-05
PREX2,3.417535302921045e-05
TESC,3.4080321542431704e-05
PLA2G2A,3.403637244765468e-05
CCDC74B,3.390132447226644e-05
SEPTIN4,3.364590474597177e-05
ORAI2,3.3605360602780174e-05
FCN1,3.3476308123156285e-05
PAPSS2,3.3192495369846024e-05
BCL11A,3.313673026910143e-05
AOX1,3.29866879179146e-05
CYP7B1,3.2900263186534585e-05
NFKBIZ,3.287673123511214e-05
CD180,3.277726989337133e-05
ATP11C,3.2346786138927296e-05
AL158152.1,3.228904144481608e-05
ABCC2,3.218741141040293e-05
TWIST1,3.20879764304185e-05
HOTAIRM1,3.188912428565993e-05
FNDC4,3.157646236208119e-05
ECSCR,3.140817215071325e-05
PLPP1,3.12607980492881e-05
PAPPA,3.101982934871147e-05
CCDC3,3.067243918294646e-05
DACT3,3.0437279271416593e-05
PRKCA,3.0151053008917842e-05
CCL8,3.0076734548439575e-05
FBXO17,2.97927591210664e-05
PEAR1,2.9569347180561167e-05
ARHGAP23,2.9357333839268214e-05
SYP,2.932459036952585e-05
AOC3,2.9279965000083906e-05
ADAM22,2.9080445717769512e-05
CLDN11,2.905840900631597e-05
CD300E,2.8821545122542393e-05
MARCO,2.8709899091695757e-05
P2RY8,2.868481444787657e-05
CCN5,2.8659455434106363e-05
PHTF1,2.8495719234295067e-05
FAM13C,2.8114279334528658e-05
PCDHB3,2.8061381473858383e-05
HOXB3,2.765482488607986e-05
SLAMF6,2.751637385240211e-05
PRH1,2.7345645569885116e-05
COX4I2,2.6717167136570512e-05
IL3RA,2.6696758918913193e-05
ARHGAP26,2.657633763039922e-05
TSHZ2,2.6158174167485673e-05
ADAMTSL4,2.6155907575230758e-05
FUT9,2.6103937672957757e-05
HBA2,2.594203976544038e-05
PDK4,2.5791991250180588e-05
INMT,2.5412175954789486e-05
IL18R1,2.528341557911284e-05
LINC01311,2.5267340648672285e-05
PODNL1,2.5243862162198475e-05
NIBAN3,2.4775479053515466e-05
DNMBP,2.472172494778113e-05
RASIP1,2.415483389366825e-05
AKAP12,2.414118152197945e-05
ARHGEF15,2.4115464016501335e-05
WDR97,2.4108411177390676e-05
SCML4,2.408735984557495e-05
INTS6L,2.4071459300327386e-05
CXCL8,2.32036130308582e-05
ZNF594,2.3108117576149276e-05
AC040977.1,2.2685683558403027e-05
ARHGAP44,2.2565405134584153e-05
GPX8,2.2334610242424586e-05
MEOX1,2.2126547693180923e-05
AIM2,2.203836389415982e-05
TRARG1,2.1757016798574842e-05
FRMD4B,2.1677429126177846e-05
B3GNT3,2.1596739957758496e-05
LILRB1,2.1563121442331225e-05
CD1D,2.1541889953000565e-05
CYYR1,2.1371768033545652e-05
KRT6A,2.132142742957683e-05
GARNL3,2.122418847919677e-05
ADAMTSL1,2.117862918361564e-05
FAM126A,2.100238009220702e-05
MEDAG,2.086927239864631e-05
MSANTD4,2.0573090827860425e-05
CCL3,2.0503679324586736e-05
HGF,2.0223980450834123e-05
C16orf54,2.0175659231811754e-05
ABCA6,1.9957178057694778e-05
PGC,1.974349721998669e-05
HACD1,1.969830701261169e-05
NEFH,1.9488460527795434e-05
GNG3,1.9473397061349554e-05
PCDH17,1.9337205928430305e-05
TM6SF1,1.9289719511651368e-05
MEIS2,1.899727488381038e-05
TANC1,1.8806948375635252e-05
MIR22HG,1.86982460853037e-05
MECOM,1.8542061133473107e-05
FXYD1,1.8319821680743457e-05
CPNE8,1.8215901025408246e-05
IGDCC4,1.806353047792233e-05
TMTC1,1.800149137529818e-05
LCN6,1.7910586491687338e-05
ZNF582-AS1,1.776785216271397e-05
FGF7,1.775511847793713e-05
CLEC3A,1.7722704451901733e-05
VNN2,1.698046178131459e-05
DIXDC1,1.6876059746354103e-05
NEXN,1.676185317670346e-05
COL27A1,1.6757425379637248e-05
BIN1,1.6640154907924914e-05
RECK,1.661457552899368e-05
AC021097.2,1.6424900095228478e-05
PLIN1,1.6390032597004696e-05
PCAT19,1.6268917920661448e-05
TRGC2,1.622492376024414e-05
GPR4,1.5897476979701755e-05
LY6H,1.5724514459693847e-05
CPXM2,1.5537802797328072e-05
LINC01411,1.5496207979472337e-05
RASD1,1.5421494156907336e-05
LINC002481,1.5418025621277913e-05
RCOR2,1.5188941939589593e-05
MBNL1-AS1,1.516039965049414e-05
NAP1L3,1.5137866639455279e-05
AC009108.3,1.4968632431559148e-05
ZCCHC18,1.4849202447825219e-05
EIF1B-AS1,1.481746721873282e-05
AC002470.1,1.4670570418489544e-05
AC132938.1,1.4197799253981696e-05
CLECL1,1.3898317158236189e-05
ZBED9,1.371265692361047e-05
MMP3,1.3651041997790816e-05
SWT1,1.320644960273054e-05
TMEM273,1.3125775518622706e-05
BAALC,1.309100998699814e-05
NTRK2,1.3012459976133197e-05
DOK4,1.2952077922422928e-05
DSEL,1.2917067511687633e-05
HSD11B1,1.2823036124553982e-05
ZNF883,1.2759072294711676e-05
SLC16A1-AS1,1.2589705706121882e-05
PLN,1.251513653224677e-05
COL4A4,1.248485253109712e-05
GSPT2,1.2459393386861432e-05
GSTT2B,1.2383398414329522e-05
DLEU1,1.2207650480770109e-05
ABCA8,1.1994297046218026e-05
LXN,1.183547191530546e-05
OGN,1.1688455274673449e-05
SNRK-AS1,1.1367360015486975e-05
FUT7,1.1340017566283895e-05
RHOJ,1.1292624799917422e-05
RAI2,1.1085542133207138e-05
EPHA4,1.1072783200730691e-05
LINC02384,1.1032826339697867e-05
AGAP9,1.1029438305334265e-05
ZNF436-AS1,1.0896901160112736e-05
ALPL,1.087314956210765e-05
LINC00944,1.0776411441514086e-05
PLCXD2,1.0650889913104134e-05
GLI2,1.059607462974959e-05
LGI4,1.0473058351038158e-05
GJC2,1.0470420174366733e-05
GCM1,1.0383658372267333e-05
ANKDD1A,1.0369098173564296e-05
ZNF77,1.034550720383856e-05
CNKSR3,1.0295020830771562e-05
CTTNBP2,1.0196536521543312e-05
MYH11,1.0136234972503739e-05
MIR497HG,1.0075339302488352e-05
SEMA3A,9.997951432575048e-06
PYGM,9.899738385903237e-06
PRKCZ-AS1,9.886105150892457e-06
HSD17B7,9.82935002601031e-06
RASAL2-AS1,9.670933077258232e-06
SHOX2,9.579285325707953e-06
HS3ST2,9.558087077924097e-06
NPR1,9.547476814974384e-06
AL391121.1,9.531419983276257e-06
PCDHB16,9.505813421502457e-06
WDR19,9.229817722823784e-06
ADGRD1,9.197277742922896e-06
BTBD8,9.195918235215395e-06
CHI3L2,9.030735800728247e-06
SETBP1,8.87677409015488e-06
ASGR1,8.790334428670047e-06
LDB2,8.783079588359834e-06
EPHA2,8.749470852722138e-06
PTGIR,8.677965943063002e-06
BVES,8.66464629697688e-06
CDC14A,8.379287040874512e-06
FZD10-AS1,8.3367713520451e-06
RGMA,8.29662550216886e-06
NSG2,8.287913887117695e-06
MITF,8.20849373100289e-06
TTN-AS1,8.176550604838003e-06
GJA4,8.082644705983125e-06
CFAP57,8.068373688081341e-06
MRVI1,8.064635285511064e-06
DMD,8.044864121364278e-06
CAMK4,7.936374550278649e-06
CCDC85A,7.903632048095565e-06
PTGFR,7.71518025303637e-06
RAB3B,7.6269480575308355e-06
SEC16B,7.608984056225063e-06
TSPAN11,7.5133501189857046e-06
MIA,7.474103655871294e-06
FAM43A,7.398803321750717e-06
AASS,7.273527796761027e-06
DUSP18,7.262714535140251e-06
ZNF891,7.2008503446932535e-06
LEPR,7.195518636528175e-06
MFSD4B,7.187260632845444e-06
AP000866.6,7.12240928987143e-06
C2CD4B,7.0016630185435695e-06
M1AP,6.9846643892052815e-06
FMO2,6.8902346798627156e-06
FLT4,6.798020376479343e-06
SGSM1,6.780268085115586e-06
PCDHGA1,6.745850524126692e-06
ZNF354C,6.458993716825545e-06
ADCY4,6.414095537307389e-06
ANK3-DT,6.2875623617577725e-06
HIST1H4C,6.241245920500349e-06
TAF4B,6.206526270908721e-06
B3GNT5,6.203706920475759e-06
PPP1R16B,6.195493944074434e-06
RBMS3,6.1786486914468236e-06
CLIP3,6.124299381670127e-06
PID1,6.049720446789034e-06
F3,5.957645756164454e-06
PRUNE2,5.955508888434097e-06
CR1,5.756492162179477e-06
FAM183A,5.392781634863506e-06
RBP4,5.32950680024242e-06
ZNF462,5.235314639449669e-06
INAFM2,5.218227042327016e-06
ZNF175,5.204754618719331e-06
MME,5.121778614118009e-06
SLC36A4,4.965558186115294e-06
TENM4,4.741380601996391e-06
HOXD9,4.7287128643227266e-06
MYCT1,4.6607068339366895e-06
INKA2,4.411143418218947e-06
CAPN10-DT,4.396078726814085e-06
GFRA3,4.1983081342228e-06
TSPAN32,4.159951518348863e-06
SIGLEC5,4.0979810276352276e-06
NGFR,3.845455566939912e-06
ROR1,3.7539596613461494e-06
FKBP2,3.7205077268213853e-06
KCTD14,3.6722987286644415e-06
LINC00426,3.66100055040671e-06
PLEKHA4,3.500872809382556e-06
PGM2L1,3.42770671350658e-06
PPP1R26-AS1,3.405967348334807e-06
CEMIP,3.346751144071285e-06
SLX1A,3.2808105435491224e-06
LILRA6,3.2055061805301224e-06
RAET1E-AS1,3.1149932145434766e-06
PINX1,3.1022112050944573e-06
RAPGEFL1,2.984782787733739e-06
CCL13,2.9696286784511555e-06
DCLK2,2.9465822072876433e-06
PRSS36,2.9157277046724167e-06
FILIP1L,2.906842554910669e-06
COPG2,2.905330262363526e-06
CYS1,2.8905086827624457e-06
RRAD,2.7781131425391443e-06
SYT5,2.7687090755943815e-06
CCN3,2.714904687839958e-06
MAGI2-AS3,2.653791249203524e-06
KCND1,2.586720006303722e-06
KLRB1,2.5655444175398987e-06
DNM3,2.430756641333659e-06
GPRASP1,2.40582832653708e-06
LAMA2,2.366795661050302e-06
ARHGAP24,2.1913146282759106e-06
FGF2,2.181924994099548e-06
DLEU2,2.165340483977061e-06
DCLK1,2.0815461077166178e-06
ANGPT2,1.9111572860848577e-06
CTSG,1.8633530229578118e-06
OSR1,1.7019644031963174e-06
ZBTB20,1.6488632791290553e-06
REM2,1.4613279742366734e-06
ERAP2,1.459269477644221e-06
LAX1,1.4564213780715529e-06
MDFI,1.4423516449033722e-06
CACNB1,1.2931097773726263e-06
NYNRIN,1.1758104733572082e-06
MICU3,1.1717301356111145e-06
FAM30A,1.125717319451997e-06
DAND5,1.1248645801331242e-06
HOXB4,1.0764691068997992e-06
NAV3,1.0501269333231758e-06
STEAP1,1.0338663207116044e-06
ZKSCAN2-DT,1.0227020384531943e-06
KLHL3,1.0200800061211925e-06
AP002387.2,1.0096318589873418e-06
C19orf38,9.205265058070234e-07
PRG4,8.858601113143861e-07
SVEP1,8.790919554533221e-07
RSKR,8.70119345158593e-07
ARMCX1,8.659816596132513e-07
C1RL-AS1,7.681206074573326e-07
CFP,7.16121044051637e-07
GALNT12,7.040010599326859e-07
SLC22A3,6.644484799278224e-07
AL356488.2,6.584409521766091e-07
S100B,6.567576162696498e-07
CST6,5.887076366423191e-07
FCRL3,5.551421774028079e-07
NRN1,5.479922014991384e-07
CAVIN2,5.337144244923846e-07
LGI2,5.270876495935006e-07
PAX5,4.495806058088791e-07
LAMC3,4.2399763186049814e-07
CIB2,3.5745468661530026e-07
CNN1,3.535186059959456e-07
FDCSP,3.4582862759977356e-07
POPDC2,3.2307289164681167e-07
CSGALNACT1,3.1906472908823796e-07
LINC00865,2.938194641700313e-07
PLIN4,2.930424023408988e-07
SARDH,2.8749975564410536e-07
GJA5,2.7638910703793023e-07
TNFRSF17,2.669551343125532e-07
SFRP1,2.509373950148645e-07
FLRT2,2.434726837080039e-07
PDGFD,2.1367117046844285e-07
MEOX2,2.0565957998705645e-07
LINC02611,1.7167256961596414e-07
HAS2-AS1,0.0
SBSPON,0.0
C8orf89,0.0
AC087672.2,0.0
GABRE,0.0
PNMA3,0.0
RLN2,0.0
AL583785.1,0.0
LINC01235,0.0
C9orf92,0.0
AC100858.3,0.0
ASAP1-IT2,0.0
TMEM71,0.0
AF230666.2,0.0
TG,0.0
AF305872.2,0.0
AC087045.2,0.0
AC087354.1,0.0
AC100803.3,0.0
LY6K,0.0
C8orf31,0.0
AC109322.2,0.0
RMRP,0.0
CA9,0.0
MSMP,0.0
HRCT1,0.0
SPAAR,0.0
AC084125.4,0.0
AF186192.3,0.0
RFX3-AS1,0.0
INSL4,0.0
BASP1-AS1,0.0
AC025178.1,0.0
NPR3,0.0
CAPSL,0.0
CARD6,0.0
C6,0.0
PLCXD3,0.0
APBA1,0.0
MAMDC2,0.0
AL162390.1,0.0
LINC01474,0.0
RORB,0.0
TRPM6,0.0
PCSK5,0.0
AL354733.1,0.0
AL391834.1,0.0
LINC01239,0.0
IFT74-AS1,0.0
DNAI1,0.0
ENHO,0.0
CNTFR,0.0
AL162231.2,0.0
DNAJB5-DT,0.0
AC083973.1,0.0
AL353150.1,0.0
LINC01508,0.0
AL353764.1,0.0
OMD,0.0
LINC00092,0.0
AL590705.1,0.0
AL445531.1,0.0
AL136084.2,0.0
CCIN,0.0
BMS1P14,0.0
CNTNAP3B,0.0
AL512625.3,0.0
PGM5-AS1,0.0
DAPK1-IT1,0.0
ZFHX4,0.0
AC083837.1,0.0
STMN2,0.0
AC036214.1,0.0
AC079209.1,0.0
PMP2,0.0
CA3,0.0
LRRC69,0.0
AC104211.2,0.0
AP003692.1,0.0
C8orf37-AS1,0.0
AP003355.2,0.0
GASAL1,0.0
IDO2,0.0
AL161630.1,0.0
TTLL11,0.0
MORN5,0.0
AL162586.1,0.0
NR4A3,0.0
CAVIN4,0.0
TAL2,0.0
FRRS1L,0.0
ZNF483,0.0
SHOC1,0.0
TNFSF8,0.0
HAND2,0.0
TENM3-AS1,0.0
AC019193.2,0.0
SLC28A3,0.0
NPY2R,0.0
TLL1,0.0
SPOCK3,0.0
SCRG1,0.0
PLPP7,0.0
SORBS2,0.0
FRG1-DT,0.0
AC021087.1,0.0
TPPP,0.0
SLC6A3,0.0
AC091849.2,0.0
AC124852.1,0.0
IRX1,0.0
SNHG18,0.0
AC012629.2,0.0
LCN10,0.0
CCDC183-AS1,0.0
LCNL1,0.0
TUBB8,0.0
PRR26,0.0
AL359878.1,0.0
PITRM1-AS1,0.0
AL450322.1,0.0
AL513303.1,0.0
AL158151.3,0.0
AL353803.5,0.0
HMCN2,0.0
AC097375.1,0.0
RNF175,0.0
AC079298.3,0.0
AC079298.1,0.0
SNTG1,0.0
AC103769.1,0.0
ST18,0.0
RGS20,0.0
PENK,0.0
LINC01602,0.0
NKAIN3,0.0
BHLHE22,0.0
VXN,0.0
PPP1R42,0.0
AC078906.1,0.0
NUGGC,0.0
EXTL3-AS1,0.0
AC044849.1,0.0
AL590226.1,0.0
LINC01095,0.0
AL359546.1,0.0
LINC00702,0.0
AC022535.2,0.0
AKR1C2,0.0
CALML3,0.0
AL732437.2,0.0
LINC02657,0.0
ITIH5,0.0
AL731559.1,0.0
AL158168.1,0.0
OLAH,0.0
CUBN,0.0
VIM-AS1,0.0
ST8SIA6,0.0
ABO,0.0
DKK1,0.0
LNCAROD,0.0
LINC00844,0.0
CACNB2,0.0
AL450384.2,0.0
AL158211.4,0.0
AC080089.2,0.0
TRPC3,0.0
IL2,0.0
LINC01091,0.0
AC093591.2,0.0
AC116563.1,0.0
MGARP,0.0
AC107223.1,0.0
HHIP-AS1,0.0
DKK2,0.0
RPL34-AS1,0.0
COL25A1,0.0
EGF,0.0
LINC02263,0.0
NDST3,0.0
DDIT4-AS1,0.0
LINC02664,0.0
AL022345.4,0.0
AC010864.1,0.0
AL450326.1,0.0
AL137026.1,0.0
AL137026.3,0.0
GDF10,0.0
AC245041.2,0.0
ASAH2,0.0
RNLS,0.0
AL157394.3,0.0
CH25H,0.0
LINC01374,0.0
PPP1R3C,0.0
SLC35G1,0.0
ANKRD2,0.0
CTNNA3,0.0
TBATA,0.0
CHST3,0.0
AC022392.1,0.0
ADH1A,0.0
ADH1C,0.0
LINC02503,0.0
AC004069.1,0.0
AC026979.3,0.0
AC010501.2,0.0
RASGRF2-AS1,0.0
RASGRF2,0.0
AC010623.1,0.0
LINC01949,0.0
MEF2C-AS2,0.0
MEF2C-AS1,0.0
KCNU1,0.0
HTRA4,0.0
AC025857.2,0.0
TRMT9B,0.0
LDB3,0.0
AL157893.2,0.0
AL355334.2,0.0
GOLGA7B,0.0
HPSE2,0.0
NKX2-3,0.0
AC034139.1,0.0
CCDC158,0.0
FRAS1,0.0
LINC01088,0.0
LINC00989,0.0
PRKG2,0.0
AC106881.1,0.0
ADH4,0.0
PITX3,0.0
DLG5-AS1,0.0
AL132656.3,0.0
NUTM2E,0.0
TNNT3,0.0
AC132217.1,0.0
CD81-AS1,0.0
SH3PXD2A-AS1,0.0
COL17A1,0.0
LINC02624,0.0
TDRD1,0.0
EMX2OS,0.0
AC069307.1,0.0
IGFBP7-AS1,0.0
EPHA5,0.0
CXCL1,0.0
AC110760.2,0.0
PPEF2,0.0
AC023282.1,0.0
TLR10,0.0
KLB,0.0
AC108050.1,0.0
GABRA2,0.0
CNGA1,0.0
WDR11-AS1,0.0
C10orf90,0.0
AL157832.1,0.0
EBF3,0.0
JAKMIP3,0.0
AL360181.2,0.0
PRAP1,0.0
SCART1,0.0
AC136475.5,0.0
AC136475.9,0.0
KRTAP5-5,0.0
USH1C,0.0
SAA2,0.0
PTPN5,0.0
NELL1,0.0
AC006299.1,0.0
BDNF,0.0
MPPED2,0.0
KCNQ1OT1,0.0
HBB,0.0
HBG2,0.0
AC092546.1,0.0
PPARGC1A,0.0
AC092834.1,0.0
AC104662.1,0.0
CCKAR,0.0
MYBPC3,0.0
AC090559.1,0.0
AC090559.2,0.0
AC055764.2,0.0
AC253576.2,0.0
AC147067.1,0.0
CYTL1,0.0
STK32B,0.0
EVC,0.0
CRMP1,0.0
TEC,0.0
STK33,0.0
TMEM9B-AS1,0.0
AC079296.2,0.0
LYVE1,0.0
NCR3LG1,0.0
AC124242.1,0.0
LPL,0.0
PHYHIP,0.0
AC037459.2,0.0
AC104561.4,0.0
AF106564.1,0.0
NEFM,0.0
NEFL,0.0
EBF2,0.0
SCARA5,0.0
WDR86-AS1,0.0
PAXIP1-AS2,0.0
VIPR2,0.0
ALX4,0.0
LINC02489,0.0
SNX32,0.0
C4orf50,0.0
AC007370.2,0.0
FAM180B,0.0
AP000662.1,0.0
AP003721.4,0.0
LRRC10B,0.0
SCGB2A1,0.0
ASRGL1,0.0
LRRN4CL,0.0
AP001453.1,0.0
AP001462.1,0.0
MPPED2-AS1,0.0
AL133330.1,0.0
RAG1,0.0
AC087273.2,0.0
PTX3,0.0
ARL14,0.0
ACTRT3,0.0
NAALADL1,0.0
NLGN1,0.0
LINC01208,0.0
LINC00501,0.0
AC007620.3,0.0
CCDC39,0.0
AC108734.4,0.0
ADIPOQ,0.0
MASP1,0.0
SST,0.0
AC073365.1,0.0
AC069213.1,0.0
KCNK7,0.0
MRGPRF-AS1,0.0
AP005233.2,0.0
AP000439.2,0.0
SHANK2-AS1,0.0
AP002490.1,0.0
PDE2A,0.0
CHRDL2,0.0
AP001922.5,0.0
FOSL1,0.0
AP001107.4,0.0
AP001107.5,0.0
SUCNR1,0.0
LINC00880,0.0
AC092944.1,0.0
FAM87A,0.0
AC246817.2,0.0
AC246817.1,0.0
DEFB1,0.0
CLDN23,0.0
AC022784.6,0.0
AC104964.1,0.0
AC104964.4,0.0
AF131215.7,0.0
BLK,0.0
NR2F1-AS1,0.0
POU5F2,0.0
LINC02701,0.0
AP003071.4,0.0
MRGPRF,0.0
MOGAT2,0.0
AP003031.1,0.0
WNT11,0.0
AC083906.3,0.0
AC107027.1,0.0
CPNE4,0.0
ACKR4,0.0
TF,0.0
IL20RB,0.0
AC021074.3,0.0
IGSF10,0.0
RSF1-IT1,0.0
AP003032.1,0.0
ACTN3,0.0
AP003419.3,0.0
AC004908.1,0.0
LSAMP,0.0
AC079841.2,0.0
KLF15,0.0
LAYN,0.0
CRYAB,0.0
LINC02728,0.0
DLG2,0.0
AP003120.1,0.0
DISC1FP1,0.0
GPR83,0.0
PIWIL4,0.0
AP002383.2,0.0
JRKL,0.0
MMP27,0.0
SLCO4C1,0.0
AC008467.1,0.0
EPB41L4A-DT,0.0
AC008494.3,0.0
CDO1,0.0
LINC02147,0.0
AC021097.1,0.0
WDR86,0.0
AC007938.3,0.0
AC016831.7,0.0
GCSAM,0.0
SIDT1-AS1,0.0
ZNF80,0.0
ZBTB20-AS4,0.0
B3GAT1,0.0
BCO2,0.0
TMPRSS5,0.0
APOA1-AS,0.0
AP000892.3,0.0
SMIM35,0.0
SCN4B,0.0
ABCG4,0.0
AP000977.1,0.0
AP001977.1,0.0
SCN3B,0.0
AP000866.1,0.0
DDX25,0.0
CASP5,0.0
AC008522.1,0.0
ITIH3,0.0
FAM107A,0.0
FAM3D,0.0
ADAMTS9,0.0
EBLN2,0.0
LINC02018,0.0
VGLL3,0.0
HTR1F,0.0
EPHA3,0.0
ST3GAL6-AS1,0.0
AC063944.3,0.0
TRAT1,0.0
AP001122.1,0.0
SENCR,0.0
ZBTB44-DT,0.0
PZP,0.0
KLRC3,0.0
AC008115.3,0.0
SMCO3,0.0
AC007655.2,0.0
IQSEC3,0.0
LRTM2,0.0
NRIP2,0.0
AC125807.2,0.0
AC006064.5,0.0
AC137630.1,0.0
AC121247.1,0.0
GNAT1,0.0
LINC02019,0.0
TNNC1,0.0
ZNF660,0.0
ZNF502,0.0
LIMD1-AS1,0.0
TDGF1,0.0
TMIE,0.0
PTH1R,0.0
FBXW12,0.0
RERGL,0.0
PDE3A,0.0
ADAMTS9-AS2,0.0
PIANP,0.0
CLEC4C,0.0
LINC02449,0.0
CLEC6A,0.0
A2ML1,0.0
AC009275.1,0.0
SLC13A4,0.0
DGKI,0.0
CLEC2L,0.0
DENND2A,0.0
AC004918.4,0.0
WEE2-AS1,0.0
TRBV19,0.0
AC244472.1,0.0
AC004889.1,0.0
